id con_taxonomy res_taxonomy con_mass_mean res_mass_mean interaction_dim
"13573" "Prionodraco evansii" "Boroecia antipoda" 64 0.00044 "2D"
"13574" "Prionodraco evansii" "Conchoecia antipoda" 64 0.00044 "3D"
"13575" "Prionodraco evansii" "Eudorella splendida" 64 0.053 "2D"
"13576" "Prionodraco evansii" "Vaunthompsonia indermis" 64 0.053 "2D"
"13577" "Prionodraco evansii" "Camylaspis maculata" 64 0.053 "2D"
"13578" "Prionodraco evansii" "Diastylis mawsoni" 64 0.053 "2D"
"13579" "Prionodraco evansii" "Ekleptostylis debroyeri" 64 0.053 "2D"
"13580" "Prionodraco evansii" "Pelagobia longicirrata" 64 0.0019 "2D"
"13581" "Prionodraco evansii" "Clione limacina" 64 0.014 "3D"
"13582" "Prionodraco evansii" "Clione antarctica" 64 0.1 "3D"
"13583" "Prionodraco evansii" "Clio pyramidata" 64 0.017 "3D"
"13584" "Prionodraco evansii" "Limacina helicina antarctica" 64 9.4e-05 "3D"
"13585" "Prionodraco evansii" "Eukrohnia hamata" 64 0.0052 "3D"
"13586" "Prionodraco evansii" "Pseudosagitta gazellae" 64 0.15 "3D"
"13587" "Prionodraco evansii" "Sagitta marri" 64 0.0013 "3D"
"13588" "Prionodraco evansii" "Pseudosagitta maxima" 64 0.35 "3D"
"13589" "Prionodraco evansii" "Salpa thompsoni" 64 0.14 "3D"
"13590" "Prionodraco evansii" "Salpa gerlachei" 64 0.0074 "3D"
"13591" "Prionodraco evansii" "Ihlea racovitzai" 64 0.0074 "3D"
"13592" "Prionodraco evansii" "Electrona antarctica" 64 39 "3D"
"13593" "Racovitzia glacialis" "Euphausia crystallorophias" 430 1.2 "3D"
"13594" "Racovitzia glacialis" "Euphausia frigida" 430 0.17 "3D"
"13595" "Racovitzia glacialis" "Thysanoessa macrura" 430 0.15 "3D"
"13596" "Racovitzia glacialis" "Euphausia superba" 430 5.5 "3D"
"13597" "Racovitzia glacialis" "Rhincalanus gigas" 430 0.02 "3D"
"13598" "Racovitzia glacialis" "Calanus propinquus" 430 0.0057 "3D"
"13599" "Racovitzia glacialis" "Calanoides acutus" 430 0.0055 "3D"
"13600" "Racovitzia glacialis" "Metridia gerlachei" 430 0.0023 "3D"
"13601" "Racovitzia glacialis" "Paraeuchaeta antarctica" 430 0.0081 "3D"
"13602" "Racovitzia glacialis" "Conchoecia hettacra" 430 0.00044 "3D"
"13603" "Racovitzia glacialis" "Alacia hettacra" 430 0.00044 "2D"
"13604" "Racovitzia glacialis" "Alacia belgicae" 430 0.00044 "2D"
"13605" "Racovitzia glacialis" "Metaconchoecia isocheira" 430 0.00044 "2D"
"13606" "Racovitzia glacialis" "Boroecia antipoda" 430 0.00044 "2D"
"13607" "Racovitzia glacialis" "Conchoecia antipoda" 430 0.00044 "3D"
"13608" "Racovitzia glacialis" "Pelagobia longicirrata" 430 0.0019 "2D"
"13609" "Racovitzia glacialis" "Clione limacina" 430 0.014 "3D"
"13610" "Racovitzia glacialis" "Clione antarctica" 430 0.1 "3D"
"13611" "Racovitzia glacialis" "Clio pyramidata" 430 0.017 "3D"
"13612" "Racovitzia glacialis" "Limacina helicina antarctica" 430 9.4e-05 "3D"
"13613" "Racovitzia glacialis" "Eukrohnia hamata" 430 0.0052 "3D"
"13614" "Racovitzia glacialis" "Pseudosagitta gazellae" 430 0.15 "3D"
"13615" "Racovitzia glacialis" "Sagitta marri" 430 0.0013 "3D"
"13616" "Racovitzia glacialis" "Pseudosagitta maxima" 430 0.35 "3D"
"13617" "Racovitzia glacialis" "Salpa thompsoni" 430 0.14 "3D"
"13618" "Racovitzia glacialis" "Salpa gerlachei" 430 0.0074 "3D"
"13619" "Racovitzia glacialis" "Ihlea racovitzai" 430 0.0074 "3D"
"13620" "Racovitzia glacialis" "Electrona antarctica" 430 39 "3D"
"13621" "Chaenodraco wilsoni" "Euphausia crystallorophias" 210 1.2 "3D"
"13622" "Chaenodraco wilsoni" "Euphausia frigida" 210 0.17 "3D"
"13623" "Chaenodraco wilsoni" "Thysanoessa macrura" 210 0.15 "3D"
"13624" "Chaenodraco wilsoni" "Euphausia superba" 210 5.5 "3D"
"13625" "Chaenodraco wilsoni" "Eucopia australis" 210 4.7 "3D"
"13626" "Chaenodraco wilsoni" "Euchaetomera antarcticus" 210 0.084 "3D"
"13627" "Chaenodraco wilsoni" "Antarctomysis maxima" 210 13 "3D"
"13628" "Chionodraco hamatus" "Euphausia crystallorophias" 1100 1.2 "3D"
"13629" "Chionodraco hamatus" "Euphausia frigida" 1100 0.17 "3D"
"13630" "Chionodraco hamatus" "Thysanoessa macrura" 1100 0.15 "3D"
"13631" "Chionodraco hamatus" "Euphausia superba" 1100 5.5 "3D"
"13632" "Chionodraco hamatus" "Rhincalanus gigas" 1100 0.02 "3D"
"13633" "Chionodraco hamatus" "Calanus propinquus" 1100 0.0057 "3D"
"13634" "Chionodraco hamatus" "Calanoides acutus" 1100 0.0055 "3D"
"13635" "Chionodraco hamatus" "Metridia gerlachei" 1100 0.0023 "3D"
"13636" "Chionodraco hamatus" "Paraeuchaeta antarctica" 1100 0.0081 "3D"
"13637" "Chionodraco hamatus" "Pleuragramma antarcticum" 1100 300 "3D"
"13638" "Chionodraco hamatus" "Electrona antarctica" 1100 39 "3D"
"13639" "Chionodraco hamatus" "Bathylagus antarcticus" 1100 27 "3D"
"13640" "Chionodraco hamatus" "Notolepis coatsi" 1100 3.1 "3D"
"13641" "Chionodraco hamatus" "Gymnoscopelus braueri" 1100 25 "3D"
"13642" "Chionodraco hamatus" "Gymnoscopelus opisthopterus" 1100 36 "3D"
"13643" "Chionodraco hamatus" "Gymnoscopelus nicholsi" 1100 110 "3D"
"13644" "Chionodraco hamatus" "Protomyctophum bolini" 1100 5.6 "3D"
"13645" "Chionodraco myersi" "Euphausia crystallorophias" 370 1.2 "3D"
"13646" "Chionodraco myersi" "Euphausia frigida" 370 0.17 "3D"
"13647" "Chionodraco myersi" "Thysanoessa macrura" 370 0.15 "3D"
"13648" "Chionodraco myersi" "Euphausia superba" 370 5.5 "3D"
"13649" "Chionodraco myersi" "Pleuragramma antarcticum" 370 300 "3D"
"13650" "Chionodraco myersi" "Electrona antarctica" 370 39 "3D"
"13651" "Chionodraco myersi" "Bathylagus antarcticus" 370 27 "3D"
"13652" "Chionodraco myersi" "Notolepis coatsi" 370 3.1 "3D"
"13653" "Chionodraco myersi" "Gymnoscopelus braueri" 370 25 "3D"
"13654" "Chionodraco myersi" "Gymnoscopelus opisthopterus" 370 36 "3D"
"13655" "Chionodraco myersi" "Gymnoscopelus nicholsi" 370 110 "3D"
"13656" "Chionodraco myersi" "Protomyctophum bolini" 370 5.6 "3D"
"13657" "Cryodraco antarcticus" "Euphausia crystallorophias" 1300 1.2 "3D"
"13658" "Cryodraco antarcticus" "Euphausia frigida" 1300 0.17 "3D"
"13659" "Cryodraco antarcticus" "Thysanoessa macrura" 1300 0.15 "3D"
"13660" "Cryodraco antarcticus" "Euphausia superba" 1300 5.5 "3D"
"13661" "Cryodraco antarcticus" "Pleuragramma antarcticum" 1300 300 "3D"
"13662" "Dacodraco hunteri" "Artedidraco orianae" 330 95 "3D"
"13663" "Dacodraco hunteri" "Artedidraco loennbergi" 330 17 "3D"
"13664" "Dacodraco hunteri" "Artedidraco skottsbergi" 330 33 "3D"
"13665" "Dacodraco hunteri" "Dolloidraco longedorsalis" 330 13 "3D"
"13666" "Dacodraco hunteri" "Pogonophryne marmorata" 330 190 "3D"
"13667" "Dacodraco hunteri" "Pogonophryne phyllopogon" 330 230 "3D"
"13668" "Dacodraco hunteri" "Pogonophryne permitini" 330 80 "3D"
"13669" "Dacodraco hunteri" "Pogonophryne scotti" 330 440 "3D"
"13670" "Dacodraco hunteri" "Pogonophryne barsukovi" 330 190 "3D"
"13671" "Dacodraco hunteri" "Cygnodraco mawsoni" 330 760 "3D"
"13672" "Dacodraco hunteri" "Gerlachea australis" 330 260 "3D"
"13673" "Dacodraco hunteri" "Gymnodraco acuticeps" 330 1400 "3D"
"13674" "Dacodraco hunteri" "Prionodraco evansii" 330 64 "3D"
"13675" "Dacodraco hunteri" "Racovitzia glacialis" 330 430 "3D"
"13676" "Dacodraco hunteri" "Chaenodraco wilsoni" 330 210 "3D"
"13677" "Dacodraco hunteri" "Chionodraco hamatus" 330 1100 "3D"
"13678" "Dacodraco hunteri" "Chionodraco myersi" 330 370 "3D"
"13679" "Dacodraco hunteri" "Cryodraco antarcticus" 330 1300 "3D"
"13680" "Dacodraco hunteri" "Dacodraco hunteri" 330 330 "3D"
"13681" "Dacodraco hunteri" "Pagetopsis maculatus" 330 81 "3D"
"13682" "Dacodraco hunteri" "Aethotaxis mitopteryx" 330 49 "3D"
"13683" "Dacodraco hunteri" "Dissostichus mawsoni" 330 24000 "3D"
"13684" "Dacodraco hunteri" "Trematomus eulepidotus" 330 480 "3D"
"13685" "Dacodraco hunteri" "Trematomus lepidorhinus" 330 150 "3D"
"13686" "Dacodraco hunteri" "Trematomus loennbergii" 330 250 "3D"
"13687" "Dacodraco hunteri" "Trematomus nicolai" 330 660 "3D"
"13688" "Dacodraco hunteri" "Trematomus pennellii" 330 300 "3D"
"13689" "Dacodraco hunteri" "Trematomus scotti" 330 95 "3D"
"13690" "Dacodraco hunteri" "Notothenia marmorata" 330 8600 "3D"
"13691" "Dacodraco hunteri" "Notothenia coriiceps" 330 2000 "3D"
"13692" "Dacodraco hunteri" "Trematomus bernacchii" 330 240 "3D"
"13693" "Dacodraco hunteri" "Trematomus hansoni" 330 300 "3D"
"13694" "Dacodraco hunteri" "Macrourus holotrachys" 330 3800 "3D"
"13695" "Dacodraco hunteri" "Macrourus whitsoni" 330 5100 "3D"
"13696" "Dacodraco hunteri" "Harpagifer antarcticus" 330 36 "3D"
"13697" "Dacodraco hunteri" "Pagetopsis macropterus" 330 610 "3D"
"13698" "Dacodraco hunteri" "Muraenolepis marmoratus" 330 1000 "3D"
"13699" "Dacodraco hunteri" "Muraenolepis microps" 330 710 "3D"
"13700" "Dacodraco hunteri" "Pachycara brachycephalum" 330 3.5 "3D"
"13701" "Dacodraco hunteri" "Champsocephalus gunnari" 330 2200 "3D"
"13702" "Pagetopsis maculatus" "Euphausia crystallorophias" 81 1.2 "3D"
"13703" "Pagetopsis maculatus" "Euphausia frigida" 81 0.17 "3D"
"13704" "Pagetopsis maculatus" "Thysanoessa macrura" 81 0.15 "3D"
"13705" "Pagetopsis maculatus" "Euphausia superba" 81 5.5 "3D"
"13706" "Pagetopsis maculatus" "Pleuragramma antarcticum" 81 300 "3D"
"13707" "Pagetopsis maculatus" "Electrona antarctica" 81 39 "3D"
"13708" "Pagetopsis maculatus" "Bathylagus antarcticus" 81 27 "3D"
"13709" "Pagetopsis maculatus" "Notolepis coatsi" 81 3.1 "3D"
"13710" "Pagetopsis maculatus" "Gymnoscopelus braueri" 81 25 "3D"
"13711" "Pagetopsis maculatus" "Gymnoscopelus opisthopterus" 81 36 "3D"
"13712" "Pagetopsis maculatus" "Gymnoscopelus nicholsi" 81 110 "3D"
"13713" "Pagetopsis maculatus" "Protomyctophum bolini" 81 5.6 "3D"
"13714" "Aethotaxis mitopteryx" "Ampelisca richardsoni" 49 0.81 "2D"
"13715" "Aethotaxis mitopteryx" "Abyssorchomene rossi" 49 1.9 "3D"
"13716" "Aethotaxis mitopteryx" "Abyssorchomene plebs" 49 0.47 "3D"
"13717" "Aethotaxis mitopteryx" "Abyssorchomene nodimanus" 49 0.24 "3D"
"13718" "Aethotaxis mitopteryx" "Eusirus antarcticus" 49 0.14 "3D"
"13719" "Aethotaxis mitopteryx" "Eusirus perdentatus" 49 19 "3D"
"13720" "Aethotaxis mitopteryx" "Alexandrella mixta" 49 1.3 "2D"
"13721" "Aethotaxis mitopteryx" "Tryphosella murrayi" 49 1.3 "3D"
"13722" "Aethotaxis mitopteryx" "Waldeckia obesa" 49 1.3 "3D"
"13723" "Aethotaxis mitopteryx" "Parschisturella ceruviata" 49 0.32 "2D"
"13724" "Aethotaxis mitopteryx" "Paramoera walkeri" 49 0.73 "2D"
"13725" "Aethotaxis mitopteryx" "Epimeriella walkeri" 49 0.73 "3D"
"13726" "Aethotaxis mitopteryx" "Cyllopus lucasii" 49 0.32 "3D"
"13727" "Aethotaxis mitopteryx" "Hyperiella dilatata" 49 0.0057 "3D"
"13728" "Aethotaxis mitopteryx" "Vibilia antarctica" 49 0.00011 "3D"
"13729" "Aethotaxis mitopteryx" "Vibilia stebbingi" 49 0.00011 "3D"
"13730" "Aethotaxis mitopteryx" "Hyperia macrocephala" 49 0.42 "3D"
"13731" "Aethotaxis mitopteryx" "Epimeria similis" 49 3.7 "3D"
"13732" "Aethotaxis mitopteryx" "Epimeria robusta" 49 1.9 "3D"
"13733" "Aethotaxis mitopteryx" "Epimeria macrodonta" 49 1.3 "3D"
"13734" "Aethotaxis mitopteryx" "Epimeria rubrieques" 49 10 "3D"
"13735" "Aethotaxis mitopteryx" "Epimeria georgiana" 49 1.9 "3D"
"13736" "Aethotaxis mitopteryx" "Melphidippa antarctica" 49 0.47 "3D"
"13737" "Aethotaxis mitopteryx" "Oediceroides emarginatus" 49 6.4 "3D"
"13738" "Aethotaxis mitopteryx" "Oediceroides calmani" 49 0.81 "3D"
"13739" "Aethotaxis mitopteryx" "Maxilliphimedia longipes" 49 0.81 "2D"
"13740" "Aethotaxis mitopteryx" "Gnathiphimedia mandibularis" 49 3.7 "2D"
"13741" "Aethotaxis mitopteryx" "Echiniphimedia hodgsoni" 49 1.9 "2D"
"13742" "Aethotaxis mitopteryx" "Iphimediella  cyclogena" 49 0.81 "2D"
"13743" "Aethotaxis mitopteryx" "Paraceradocus gibber" 49 6.4 "3D"
"13744" "Aethotaxis mitopteryx" "Liljeborgia georgiana" 49 0.59 "3D"
"13745" "Aethotaxis mitopteryx" "Momoculodes scabriculosus" 49 0.47 "2D"
"13746" "Aethotaxis mitopteryx" "Uristes gigas" 49 0.59 "3D"
"13747" "Aethotaxis mitopteryx" "Eurythenes gryllus" 49 50 "3D"
"13748" "Aethotaxis mitopteryx" "Bathypanoploea schellenbergi" 49 3.7 "3D"
"13749" "Aethotaxis mitopteryx" "Pseudorchomene coatsi" 49 0.47 "2D"
"13750" "Aethotaxis mitopteryx" "Heterophoxus videns" 49 0.031 "3D"
"13751" "Aethotaxis mitopteryx" "Haplocheira plumosa" 49 0.031 "2D"
"13752" "Aethotaxis mitopteryx" "Oradarea edentata" 49 0.031 "2D"
"13753" "Aethotaxis mitopteryx" "Djerboa furcipes" 49 0.031 "2D"
"13754" "Aethotaxis mitopteryx" "Rhachotropis antarctica" 49 0.18 "3D"
"13755" "Aethotaxis mitopteryx" "Themisto gaudichaudii" 49 0.12 "3D"
"13756" "Aethotaxis mitopteryx" "Primno macropa" 49 0.24 "3D"
"13757" "Aethotaxis mitopteryx" "Rhincalanus gigas" 49 0.02 "3D"
"13758" "Aethotaxis mitopteryx" "Calanus propinquus" 49 0.0057 "3D"
"13759" "Aethotaxis mitopteryx" "Calanoides acutus" 49 0.0055 "3D"
"13760" "Aethotaxis mitopteryx" "Metridia gerlachei" 49 0.0023 "3D"
"13761" "Aethotaxis mitopteryx" "Paraeuchaeta antarctica" 49 0.0081 "3D"
"13762" "Aethotaxis mitopteryx" "Eucopia australis" 49 4.7 "3D"
"13763" "Aethotaxis mitopteryx" "Euchaetomera antarcticus" 49 0.084 "3D"
"13764" "Aethotaxis mitopteryx" "Antarctomysis maxima" 49 13 "3D"
"13765" "Aethotaxis mitopteryx" "Ceratoserolis meridionalis" 49 15 "2D"
"13766" "Aethotaxis mitopteryx" "Frontoserolis bouvieri" 49 15 "2D"
"13767" "Aethotaxis mitopteryx" "Natatolana obtusata" 49 0.031 "2D"
"13768" "Aethotaxis mitopteryx" "Natatolana oculata" 49 0.031 "2D"
"13769" "Aethotaxis mitopteryx" "Natatolana meridionalis" 49 0.031 "2D"
"13770" "Aethotaxis mitopteryx" "Munna globicauda" 49 0.0052 "2D"
"13771" "Aethotaxis mitopteryx" "Serolella bouveri" 49 0.1 "2D"
"13772" "Aethotaxis mitopteryx" "Serolis polita" 49 0.1 "2D"
"13773" "Aethotaxis mitopteryx" "Gnathia calva" 49 0.016 "2D"
"13774" "Aethotaxis mitopteryx" "Glyptonotus antarcticus" 49 50 "2D"
"13775" "Aethotaxis mitopteryx" "Austrosignum grande" 49 50 "2D"
"13776" "Aethotaxis mitopteryx" "Aega antarctica" 49 0.59 "2D"
"13777" "Aethotaxis mitopteryx" "Arcturidae" 49 1.3 "2D"
"13778" "Aethotaxis mitopteryx" "Eudorella splendida" 49 0.053 "2D"
"13779" "Aethotaxis mitopteryx" "Vaunthompsonia indermis" 49 0.053 "2D"
"13780" "Aethotaxis mitopteryx" "Camylaspis maculata" 49 0.053 "2D"
"13781" "Aethotaxis mitopteryx" "Diastylis mawsoni" 49 0.053 "2D"
"13782" "Aethotaxis mitopteryx" "Ekleptostylis debroyeri" 49 0.053 "2D"
"13783" "Aethotaxis mitopteryx" "Laetmonice producta" 49 110 "2D"
"13784" "Aethotaxis mitopteryx" "Harmothoe spinosa" 49 6.1 "2D"
"13785" "Aethotaxis mitopteryx" "Harmothoe crosetensis" 49 5.8 "2D"
"13786" "Aethotaxis mitopteryx" "Harmotoe hartmanae" 49 5.8 "2D"
"13787" "Aethotaxis mitopteryx" "Polyeunoa laevis" 49 15 "2D"
"13788" "Aethotaxis mitopteryx" "Barrukia cristata" 49 3.9 "2D"
"13789" "Aethotaxis mitopteryx" "Eulagisca gigantea" 49 200 "2D"
"13790" "Aethotaxis mitopteryx" "Eunoe spica" 49 4.2 "2D"
"13791" "Aethotaxis mitopteryx" "Eunoe hartmanae" 49 57 "2D"
"13792" "Aethotaxis mitopteryx" "Eunoe spica spicoides" 49 7.1 "2D"
"13793" "Aethotaxis mitopteryx" "Vanadis antarctica" 49 0.0039 "2D"
"13794" "Aethotaxis mitopteryx" "Pista spinifera" 49 0.24 "2D"
"13795" "Aethotaxis mitopteryx" "Phyllocomus crocea" 49 0.47 "2D"
"13796" "Aethotaxis mitopteryx" "Terebella ehlersi" 49 0.24 "2D"
"13797" "Aethotaxis mitopteryx" "Eucranta mollis" 49 4.7 "2D"
"13798" "Dissostichus mawsoni" "Ampelisca richardsoni" 24000 0.81 "2D"
"13799" "Dissostichus mawsoni" "Abyssorchomene rossi" 24000 1.9 "3D"
"13800" "Dissostichus mawsoni" "Abyssorchomene plebs" 24000 0.47 "3D"
"13801" "Dissostichus mawsoni" "Abyssorchomene nodimanus" 24000 0.24 "3D"
"13802" "Dissostichus mawsoni" "Eusirus antarcticus" 24000 0.14 "3D"
"13803" "Dissostichus mawsoni" "Eusirus perdentatus" 24000 19 "3D"
"13804" "Dissostichus mawsoni" "Alexandrella mixta" 24000 1.3 "2D"
"13805" "Dissostichus mawsoni" "Tryphosella murrayi" 24000 1.3 "3D"
"13806" "Dissostichus mawsoni" "Waldeckia obesa" 24000 1.3 "3D"
"13807" "Dissostichus mawsoni" "Parschisturella ceruviata" 24000 0.32 "2D"
"13808" "Dissostichus mawsoni" "Paramoera walkeri" 24000 0.73 "2D"
"13809" "Dissostichus mawsoni" "Epimeriella walkeri" 24000 0.73 "3D"
"13810" "Dissostichus mawsoni" "Cyllopus lucasii" 24000 0.32 "3D"
"13811" "Dissostichus mawsoni" "Hyperiella dilatata" 24000 0.0057 "3D"
"13812" "Dissostichus mawsoni" "Vibilia antarctica" 24000 0.00011 "3D"
"13813" "Dissostichus mawsoni" "Vibilia stebbingi" 24000 0.00011 "3D"
"13814" "Dissostichus mawsoni" "Hyperia macrocephala" 24000 0.42 "3D"
"13815" "Dissostichus mawsoni" "Epimeria similis" 24000 3.7 "3D"
"13816" "Dissostichus mawsoni" "Epimeria robusta" 24000 1.9 "3D"
"13817" "Dissostichus mawsoni" "Epimeria macrodonta" 24000 1.3 "3D"
"13818" "Dissostichus mawsoni" "Epimeria rubrieques" 24000 10 "3D"
"13819" "Dissostichus mawsoni" "Epimeria georgiana" 24000 1.9 "3D"
"13820" "Dissostichus mawsoni" "Melphidippa antarctica" 24000 0.47 "3D"
"13821" "Dissostichus mawsoni" "Oediceroides emarginatus" 24000 6.4 "3D"
"13822" "Dissostichus mawsoni" "Oediceroides calmani" 24000 0.81 "3D"
"13823" "Dissostichus mawsoni" "Maxilliphimedia longipes" 24000 0.81 "2D"
"13824" "Dissostichus mawsoni" "Gnathiphimedia mandibularis" 24000 3.7 "2D"
"13825" "Dissostichus mawsoni" "Echiniphimedia hodgsoni" 24000 1.9 "2D"
"13826" "Dissostichus mawsoni" "Iphimediella  cyclogena" 24000 0.81 "2D"
"13827" "Dissostichus mawsoni" "Paraceradocus gibber" 24000 6.4 "3D"
"13828" "Dissostichus mawsoni" "Liljeborgia georgiana" 24000 0.59 "3D"
"13829" "Dissostichus mawsoni" "Momoculodes scabriculosus" 24000 0.47 "2D"
"13830" "Dissostichus mawsoni" "Uristes gigas" 24000 0.59 "3D"
"13831" "Dissostichus mawsoni" "Eurythenes gryllus" 24000 50 "3D"
"13832" "Dissostichus mawsoni" "Bathypanoploea schellenbergi" 24000 3.7 "3D"
"13833" "Dissostichus mawsoni" "Pseudorchomene coatsi" 24000 0.47 "2D"
"13834" "Dissostichus mawsoni" "Heterophoxus videns" 24000 0.031 "3D"
"13835" "Dissostichus mawsoni" "Haplocheira plumosa" 24000 0.031 "2D"
"13836" "Dissostichus mawsoni" "Oradarea edentata" 24000 0.031 "2D"
"13837" "Dissostichus mawsoni" "Djerboa furcipes" 24000 0.031 "2D"
"13838" "Dissostichus mawsoni" "Rhachotropis antarctica" 24000 0.18 "3D"
"13839" "Dissostichus mawsoni" "Themisto gaudichaudii" 24000 0.12 "3D"
"13840" "Dissostichus mawsoni" "Primno macropa" 24000 0.24 "3D"
"13841" "Dissostichus mawsoni" "Pareledone charcoti" 24000 3.3 "3D"
"13842" "Dissostichus mawsoni" "Pareledone antarctica" 24000 29 "3D"
"13843" "Dissostichus mawsoni" "Galiteuthis glacialis" 24000 1800 "3D"
"13844" "Dissostichus mawsoni" "Kondakovia longimana" 24000 330 "3D"
"13845" "Dissostichus mawsoni" "Gonatus antarcticus" 24000 850 "3D"
"13846" "Dissostichus mawsoni" "Martialia hyadesi" 24000 330 "3D"
"13847" "Dissostichus mawsoni" "Dissostichus mawsoni" 24000 24000 "3D"
"13848" "Dissostichus mawsoni" "Pleuragramma antarcticum" 24000 300 "3D"
"13849" "Dissostichus mawsoni" "Macrourus whitsoni" 24000 5100 "3D"
"13850" "Dissostichus mawsoni" "Harpagifer antarcticus" 24000 36 "3D"
"13851" "Dissostichus mawsoni" "Bathylagus antarcticus" 24000 27 "3D"
"13852" "Dissostichus mawsoni" "Notolepis coatsi" 24000 3.1 "3D"
"13853" "Trematomus eulepidotus" "Euphausia crystallorophias" 480 1.2 "3D"
"13854" "Trematomus eulepidotus" "Euphausia frigida" 480 0.17 "3D"
"13855" "Trematomus eulepidotus" "Thysanoessa macrura" 480 0.15 "3D"
"13856" "Trematomus eulepidotus" "Euphausia superba" 480 5.5 "3D"
"13857" "Trematomus eulepidotus" "Cyllopus lucasii" 480 0.32 "3D"
"13858" "Trematomus eulepidotus" "Epimeria robusta" 480 1.9 "3D"
"13859" "Trematomus eulepidotus" "Rhincalanus gigas" 480 0.02 "3D"
"13860" "Trematomus eulepidotus" "Calanus propinquus" 480 0.0057 "3D"
"13861" "Trematomus eulepidotus" "Calanoides acutus" 480 0.0055 "3D"
"13862" "Trematomus eulepidotus" "Metridia gerlachei" 480 0.0023 "3D"
"13863" "Trematomus eulepidotus" "Paraeuchaeta antarctica" 480 0.0081 "3D"
"13864" "Trematomus eulepidotus" "Eucopia australis" 480 4.7 "3D"
"13865" "Trematomus eulepidotus" "Euchaetomera antarcticus" 480 0.084 "3D"
"13866" "Trematomus eulepidotus" "Antarctomysis maxima" 480 13 "3D"
"13867" "Trematomus eulepidotus" "Ceratoserolis meridionalis" 480 15 "2D"
"13868" "Trematomus eulepidotus" "Frontoserolis bouvieri" 480 15 "2D"
"13869" "Trematomus eulepidotus" "Natatolana obtusata" 480 0.031 "2D"
"13870" "Trematomus eulepidotus" "Natatolana oculata" 480 0.031 "2D"
"13871" "Trematomus eulepidotus" "Natatolana meridionalis" 480 0.031 "2D"
"13872" "Trematomus eulepidotus" "Munna globicauda" 480 0.0052 "2D"
"13873" "Trematomus eulepidotus" "Serolella bouveri" 480 0.1 "2D"
"13874" "Trematomus eulepidotus" "Serolis polita" 480 0.1 "2D"
"13875" "Trematomus eulepidotus" "Gnathia calva" 480 0.016 "2D"
"13876" "Trematomus eulepidotus" "Glyptonotus antarcticus" 480 50 "2D"
"13877" "Trematomus eulepidotus" "Austrosignum grande" 480 50 "2D"
"13878" "Trematomus eulepidotus" "Aega antarctica" 480 0.59 "2D"
"13879" "Trematomus eulepidotus" "Arcturidae" 480 1.3 "2D"
"13880" "Trematomus eulepidotus" "Conchoecia hettacra" 480 0.00044 "3D"
"13881" "Trematomus eulepidotus" "Alacia hettacra" 480 0.00044 "2D"
"13882" "Trematomus eulepidotus" "Alacia belgicae" 480 0.00044 "2D"
"13883" "Trematomus eulepidotus" "Metaconchoecia isocheira" 480 0.00044 "2D"
"13884" "Trematomus eulepidotus" "Boroecia antipoda" 480 0.00044 "2D"
"13885" "Trematomus eulepidotus" "Conchoecia antipoda" 480 0.00044 "3D"
"13886" "Trematomus eulepidotus" "Pelagobia longicirrata" 480 0.0019 "2D"
"13887" "Trematomus eulepidotus" "Clione limacina" 480 0.014 "3D"
"13888" "Trematomus eulepidotus" "Clione antarctica" 480 0.1 "3D"
"13889" "Trematomus eulepidotus" "Clio pyramidata" 480 0.017 "3D"
"13890" "Trematomus eulepidotus" "Limacina helicina antarctica" 480 9.4e-05 "3D"
"13891" "Trematomus eulepidotus" "Eukrohnia hamata" 480 0.0052 "3D"
"13892" "Trematomus eulepidotus" "Pseudosagitta gazellae" 480 0.15 "3D"
"13893" "Trematomus eulepidotus" "Sagitta marri" 480 0.0013 "3D"
"13894" "Trematomus eulepidotus" "Pseudosagitta maxima" 480 0.35 "3D"
"13895" "Trematomus eulepidotus" "Salpa thompsoni" 480 0.14 "3D"
"13896" "Trematomus eulepidotus" "Salpa gerlachei" 480 0.0074 "3D"
"13897" "Trematomus eulepidotus" "Ihlea racovitzai" 480 0.0074 "3D"
"13898" "Trematomus eulepidotus" "Electrona antarctica" 480 39 "3D"
"13899" "Trematomus lepidorhinus" "Euphausia crystallorophias" 150 1.2 "3D"
"13900" "Trematomus lepidorhinus" "Euphausia frigida" 150 0.17 "3D"
"13901" "Trematomus lepidorhinus" "Thysanoessa macrura" 150 0.15 "3D"
"13902" "Trematomus lepidorhinus" "Euphausia superba" 150 5.5 "3D"
"13903" "Trematomus lepidorhinus" "Cyllopus lucasii" 150 0.32 "3D"
"13904" "Trematomus lepidorhinus" "Epimeria robusta" 150 1.9 "3D"
"13905" "Trematomus lepidorhinus" "Notocrangon antarcticus" 150 0.37 "3D"
"13906" "Trematomus lepidorhinus" "Chorismus antarcticus" 150 0.21 "3D"
"13907" "Trematomus lepidorhinus" "Nematocarcinus lanceopes" 150 1.2 "3D"
"13908" "Trematomus lepidorhinus" "Rhincalanus gigas" 150 0.02 "3D"
"13909" "Trematomus lepidorhinus" "Calanus propinquus" 150 0.0057 "3D"
"13910" "Trematomus lepidorhinus" "Calanoides acutus" 150 0.0055 "3D"
"13911" "Trematomus lepidorhinus" "Metridia gerlachei" 150 0.0023 "3D"
"13912" "Trematomus lepidorhinus" "Paraeuchaeta antarctica" 150 0.0081 "3D"
"13913" "Trematomus lepidorhinus" "Eucopia australis" 150 4.7 "3D"
